kode_adm4,provinsi,kabupaten_atau_kota,kecamatan,desa_atau_kelurahan
32.03.12.2003,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Cinangsi
32.03.12.2004,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Cijagang
32.03.12.2005,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Majalaya
32.03.12.2006,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Kamurang
32.03.12.2007,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Warudoyong
32.03.12.2008,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Ciramagirang
32.03.12.2009,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Mekarjaya
32.03.12.2010,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Sukamulya
32.03.12.2011,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Padajaya
32.03.12.2012,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Cigunungherang
32.03.12.2013,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Neglasari
32.03.12.2014,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Mekargalih
32.03.12.2015,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Lembahsari
32.03.12.2016,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Mentengsari
32.03.12.2017,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Mekarsari
32.03.12.2018,Jawa Barat,Kabupaten Cianjur,Cikalongkulon,Mekarmulya
32.03.13.2001,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Cikanyere
32.03.13.2002,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Cikancana
32.03.13.2003,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Ciwalen
32.03.13.2004,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Kawungluwuk
32.03.13.2005,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Cibadak
32.03.13.2006,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Sukamahi
32.03.13.2007,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Sukaresmi
32.03.13.2008,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Cibanteng
32.03.13.2009,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Kubang
32.03.13.2010,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Pakuon
32.03.13.2011,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Rawabelut
32.03.14.2001,Jawa Barat,Kabupaten Cianjur,Sukanagara,Sukanagara
32.03.14.2002,Jawa Barat,Kabupaten Cianjur,Sukanagara,Sukajembar
32.03.14.2003,Jawa Barat,Kabupaten Cianjur,Sukanagara,Sukakarya
32.03.14.2004,Jawa Barat,Kabupaten Cianjur,Sukanagara,Ciguha
32.03.14.2005,Jawa Barat,Kabupaten Cianjur,Sukanagara,Sukamekar
32.03.14.2006,Jawa Barat,Kabupaten Cianjur,Sukanagara,Gunungsari
32.03.14.2007,Jawa Barat,Kabupaten Cianjur,Sukanagara,Sukalaksana
32.03.14.2008,Jawa Barat,Kabupaten Cianjur,Sukanagara,Sukarame
32.03.14.2009,Jawa Barat,Kabupaten Cianjur,Sukanagara,Sindangsari
32.03.14.2010,Jawa Barat,Kabupaten Cianjur,Sukanagara,Jayagiri
32.03.15.2001,Jawa Barat,Kabupaten Cianjur,Campaka,Cidadap
32.03.15.2002,Jawa Barat,Kabupaten Cianjur,Campaka,Cimenteng
32.03.15.2003,Jawa Barat,Kabupaten Cianjur,Campaka,Susukan
32.03.15.2004,Jawa Barat,Kabupaten Cianjur,Campaka,Sukajadi
32.03.15.2005,Jawa Barat,Kabupaten Cianjur,Campaka,Sukadana
32.03.15.2006,Jawa Barat,Kabupaten Cianjur,Campaka,Margaluyu
32.03.15.2007,Jawa Barat,Kabupaten Cianjur,Campaka,Karyamukti
32.03.15.2008,Jawa Barat,Kabupaten Cianjur,Campaka,Campaka
32.03.15.2009,Jawa Barat,Kabupaten Cianjur,Campaka,Wangunjaya
32.03.15.2010,Jawa Barat,Kabupaten Cianjur,Campaka,Girimukti
32.03.15.2011,Jawa Barat,Kabupaten Cianjur,Campaka,Mekarjaya
32.03.16.2001,Jawa Barat,Kabupaten Cianjur,Takokak,Pasawahan
32.03.16.2002,Jawa Barat,Kabupaten Cianjur,Takokak,Sindangresmi
32.03.16.2003,Jawa Barat,Kabupaten Cianjur,Takokak,Sindanghayu
32.03.16.2004,Jawa Barat,Kabupaten Cianjur,Takokak,Simpang
32.03.16.2005,Jawa Barat,Kabupaten Cianjur,Takokak,Sukagalih
32.03.16.2006,Jawa Barat,Kabupaten Cianjur,Takokak,Bungbangsari
32.03.16.2007,Jawa Barat,Kabupaten Cianjur,Takokak,Cisujen
32.03.16.2008,Jawa Barat,Kabupaten Cianjur,Takokak,Hegarmanah
32.03.16.2009,Jawa Barat,Kabupaten Cianjur,Takokak,Waringinsari
32.03.17.2003,Jawa Barat,Kabupaten Cianjur,Kadupandak,Sukasari
32.03.17.2006,Jawa Barat,Kabupaten Cianjur,Kadupandak,Pasirdalem
32.03.17.2008,Jawa Barat,Kabupaten Cianjur,Kadupandak,Talagasari
32.03.17.2009,Jawa Barat,Kabupaten Cianjur,Kadupandak,Bojongkasih
32.03.17.2010,Jawa Barat,Kabupaten Cianjur,Kadupandak,Wargaasih
32.03.17.2011,Jawa Barat,Kabupaten Cianjur,Kadupandak,Sukaraharja
32.03.17.2014,Jawa Barat,Kabupaten Cianjur,Kadupandak,Sukakerta
32.03.17.2016,Jawa Barat,Kabupaten Cianjur,Kadupandak,Neglasari
32.03.17.2017,Jawa Barat,Kabupaten Cianjur,Kadupandak,Sukaresmi
32.03.17.2019,Jawa Barat,Kabupaten Cianjur,Kadupandak,Wargasari
32.03.17.2020,Jawa Barat,Kabupaten Cianjur,Kadupandak,Sukaraja
32.03.17.2021,Jawa Barat,Kabupaten Cianjur,Kadupandak,Kadupandak
32.03.17.2022,Jawa Barat,Kabupaten Cianjur,Kadupandak,Gandasari
32.03.17.2023,Jawa Barat,Kabupaten Cianjur,Kadupandak,Sindangsari
32.03.18.2001,Jawa Barat,Kabupaten Cianjur,Pagelarang,Pagelaran
32.03.18.2002,Jawa Barat,Kabupaten Cianjur,Pagelarang,Pangadegan
32.03.18.2004,Jawa Barat,Kabupaten Cianjur,Pagelarang,Gelaranyar
32.03.18.2005,Jawa Barat,Kabupaten Cianjur,Pagelarang,Buniwangi
32.03.18.2007,Jawa Barat,Kabupaten Cianjur,Pagelarang,Sindangkerta
32.03.18.2008,Jawa Barat,Kabupaten Cianjur,Pagelarang,Pasirbaru
32.03.18.2009,Jawa Barat,Kabupaten Cianjur,Pagelarang,Bunijaya
32.03.18.2010,Jawa Barat,Kabupaten Cianjur,Pagelarang,Situhiang
32.03.18.2011,Jawa Barat,Kabupaten Cianjur,Pagelarang,Mekarsari
32.03.18.2012,Jawa Barat,Kabupaten Cianjur,Pagelarang,Kertaraharja
32.03.18.2013,Jawa Barat,Kabupaten Cianjur,Pagelarang,Selagedang
32.03.18.2014,Jawa Barat,Kabupaten Cianjur,Pagelarang,Padamaju
32.03.18.2015,Jawa Barat,Kabupaten Cianjur,Pagelarang,Karangharja
32.03.18.2018,Jawa Barat,Kabupaten Cianjur,Pagelarang,Sukamaju
32.03.19.2001,Jawa Barat,Kabupaten Cianjur,Tanggeung,Tanggeung
32.03.19.2002,Jawa Barat,Kabupaten Cianjur,Tanggeung,Rawagede
32.03.19.2003,Jawa Barat,Kabupaten Cianjur,Tanggeung,Cilongsong
32.03.19.2004,Jawa Barat,Kabupaten Cianjur,Tanggeung,Margaluyu
32.03.19.2005,Jawa Barat,Kabupaten Cianjur,Tanggeung,Karangtengah
32.03.19.2006,Jawa Barat,Kabupaten Cianjur,Tanggeung,Pagermaneuh
32.03.19.2007,Jawa Barat,Kabupaten Cianjur,Tanggeung,Bojongpetir
32.03.19.2009,Jawa Barat,Kabupaten Cianjur,Tanggeung,Pasirjambu
32.03.19.2010,Jawa Barat,Kabupaten Cianjur,Tanggeung,Sirnajaya
32.03.19.2013,Jawa Barat,Kabupaten Cianjur,Tanggeung,Kertajaya
32.03.19.2014,Jawa Barat,Kabupaten Cianjur,Tanggeung,Sukajaya
32.03.19.2015,Jawa Barat,Kabupaten Cianjur,Tanggeung,Padaluyu
32.03.20.2001,Jawa Barat,Kabupaten Cianjur,Cubinong,Pananggapan
32.03.20.2002,Jawa Barat,Kabupaten Cianjur,Cubinong,Cikangkareng
32.03.20.2003,Jawa Barat,Kabupaten Cianjur,Cubinong,Sukajadi
32.03.20.2004,Jawa Barat,Kabupaten Cianjur,Cubinong,Panyindangan
32.03.20.2005,Jawa Barat,Kabupaten Cianjur,Cubinong,Padasuka
32.03.20.2006,Jawa Barat,Kabupaten Cianjur,Cubinong,Cimaskara
32.03.20.2007,Jawa Barat,Kabupaten Cianjur,Cubinong,Pamoyanan
32.03.20.2008,Jawa Barat,Kabupaten Cianjur,Cubinong,Batulawang
32.03.20.2009,Jawa Barat,Kabupaten Cianjur,Cubinong,Sukamekar
32.03.20.2010,Jawa Barat,Kabupaten Cianjur,Cubinong,Hamerang
32.03.20.2011,Jawa Barat,Kabupaten Cianjur,Cubinong,Girijaya
32.03.20.2012,Jawa Barat,Kabupaten Cianjur,Cubinong,Wargaluyu
32.03.20.2013,Jawa Barat,Kabupaten Cianjur,Cubinong,Mekarmukti
32.03.20.2014,Jawa Barat,Kabupaten Cianjur,Cubinong,Ciburial
32.03.21.2001,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Saganten
32.03.21.2002,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Muaracikadu
32.03.21.2003,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Jatisari
32.03.21.2004,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Sirnagalih
32.03.21.2005,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Jayagiri
32.03.21.2006,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Kertasari
32.03.21.2007,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Girimukti
32.03.21.2008,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Talagasari
32.03.21.2009,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Hegarsari
32.03.21.2010,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Mekarlaksana
32.03.21.2011,Jawa Barat,Kabupaten Cianjur,Sindangbarang,Kertamukti
32.03.22.2004,Jawa Barat,Kabupaten Cianjur,Agrabinta,Sukamanah
32.03.22.2005,Jawa Barat,Kabupaten Cianjur,Agrabinta,Bojongkaso
32.03.22.2006,Jawa Barat,Kabupaten Cianjur,Agrabinta,Bunisari
32.03.22.2007,Jawa Barat,Kabupaten Cianjur,Agrabinta,Wanasari
32.03.22.2010,Jawa Barat,Kabupaten Cianjur,Agrabinta,Sinarlaut
32.03.22.2014,Jawa Barat,Kabupaten Cianjur,Agrabinta,Neglasari
32.03.22.2016,Jawa Barat,Kabupaten Cianjur,Agrabinta,Karangsari
32.03.22.2017,Jawa Barat,Kabupaten Cianjur,Agrabinta,Mulyasari
32.03.22.2018,Jawa Barat,Kabupaten Cianjur,Agrabinta,Tanjung Sari
32.03.22.2019,Jawa Barat,Kabupaten Cianjur,Agrabinta,Mekarsari
32.03.22.2022,Jawa Barat,Kabupaten Cianjur,Agrabinta,Wangunjaya
32.03.23.2001,Jawa Barat,Kabupaten Cianjur,Cidaun,Cidamar
32.03.23.2002,Jawa Barat,Kabupaten Cianjur,Cidaun,Cibuluh
32.03.23.2003,Jawa Barat,Kabupaten Cianjur,Cidaun,Cisalak
32.03.23.2004,Jawa Barat,Kabupaten Cianjur,Cidaun,Cimaragang
32.03.23.2005,Jawa Barat,Kabupaten Cianjur,Cidaun,Mekarjaya
32.03.23.2006,Jawa Barat,Kabupaten Cianjur,Cidaun,Kertajadi
32.03.23.2007,Jawa Barat,Kabupaten Cianjur,Cidaun,Sukapura
32.03.23.2008,Jawa Barat,Kabupaten Cianjur,Cidaun,Gelarpawitan
32.03.23.2009,Jawa Barat,Kabupaten Cianjur,Cidaun,Karangwangi
32.03.23.2010,Jawa Barat,Kabupaten Cianjur,Cidaun,Karyabakti
32.03.23.2011,Jawa Barat,Kabupaten Cianjur,Cidaun,Jayapura
32.03.23.2012,Jawa Barat,Kabupaten Cianjur,Cidaun,Neglasari
32.03.23.2013,Jawa Barat,Kabupaten Cianjur,Cidaun,Puncakbaru
32.03.23.2014,Jawa Barat,Kabupaten Cianjur,Cidaun,Gelarwangi
32.03.24.2001,Jawa Barat,Kabupaten Cianjur,Naringgul,Naringgul
32.03.24.2002,Jawa Barat,Kabupaten Cianjur,Naringgul,Balegede
32.03.24.2003,Jawa Barat,Kabupaten Cianjur,Naringgul,Wangunjaya
32.03.24.2004,Jawa Barat,Kabupaten Cianjur,Naringgul,Mekarsari
32.03.24.2005,Jawa Barat,Kabupaten Cianjur,Naringgul,Cinerang
32.03.24.2006,Jawa Barat,Kabupaten Cianjur,Naringgul,Wanasari
32.03.24.2007,Jawa Barat,Kabupaten Cianjur,Naringgul,Sukabakti
32.03.24.2008,Jawa Barat,Kabupaten Cianjur,Naringgul,Malati
32.03.24.2009,Jawa Barat,Kabupaten Cianjur,Naringgul,Wangunsari
32.03.24.2010,Jawa Barat,Kabupaten Cianjur,Naringgul,Sukamulya
32.03.24.2011,Jawa Barat,Kabupaten Cianjur,Naringgul,Margasari
32.03.25.2001,Jawa Barat,Kabupaten Cianjur,Campakamulya,Cibanggala
32.03.25.2002,Jawa Barat,Kabupaten Cianjur,Campakamulya,Campakawarna
32.03.25.2003,Jawa Barat,Kabupaten Cianjur,Campakamulya,Sukasirna
32.03.25.2004,Jawa Barat,Kabupaten Cianjur,Campakamulya,Campakamulya
32.03.25.2005,Jawa Barat,Kabupaten Cianjur,Campakamulya,Sukabungah
32.03.26.2001,Jawa Barat,Kabupaten Cianjur,Cikadu,Kalapanunggal
32.03.26.2002,Jawa Barat,Kabupaten Cianjur,Cikadu,Cikadu
32.03.26.2003,Jawa Barat,Kabupaten Cianjur,Cikadu,Mekarwangi
32.03.26.2004,Jawa Barat,Kabupaten Cianjur,Cikadu,Padaluyu
32.03.26.2005,Jawa Barat,Kabupaten Cianjur,Cikadu,Sukamulya
32.03.26.2006,Jawa Barat,Kabupaten Cianjur,Cikadu,Cisaranten
32.03.26.2007,Jawa Barat,Kabupaten Cianjur,Cikadu,Mekarlaksana
32.03.26.2008,Jawa Barat,Kabupaten Cianjur,Cikadu,Sukaluyu
32.03.26.2009,Jawa Barat,Kabupaten Cianjur,Cikadu,Mekarjaya
32.03.26.2010,Jawa Barat,Kabupaten Cianjur,Cikadu,Sukamanah
32.03.27.2001,Jawa Barat,Kabupaten Cianjur,Gekbrong,Bangbayang
32.03.27.2002,Jawa Barat,Kabupaten Cianjur,Gekbrong,Songgom
32.03.27.2003,Jawa Barat,Kabupaten Cianjur,Gekbrong,Sukaratu
32.03.27.2004,Jawa Barat,Kabupaten Cianjur,Gekbrong,Cikancana
32.03.27.2005,Jawa Barat,Kabupaten Cianjur,Gekbrong,Kebonpeuteuy
32.03.27.2006,Jawa Barat,Kabupaten Cianjur,Gekbrong,Gekbrong
32.03.27.2007,Jawa Barat,Kabupaten Cianjur,Gekbrong,Cikahuripan
32.03.27.2008,Jawa Barat,Kabupaten Cianjur,Gekbrong,Cintaasih
32.03.28.2001,Jawa Barat,Kabupaten Cianjur,Cipanas,Cipanas
32.03.28.2002,Jawa Barat,Kabupaten Cianjur,Cipanas,Cimacan
32.03.28.2003,Jawa Barat,Kabupaten Cianjur,Cipanas,Ciloto
32.03.28.2004,Jawa Barat,Kabupaten Cianjur,Cipanas,Sindanglaya
32.03.28.2005,Jawa Barat,Kabupaten Cianjur,Cipanas,Batulawang
32.03.28.2006,Jawa Barat,Kabupaten Cianjur,Cipanas,Palasari
32.03.28.2007,Jawa Barat,Kabupaten Cianjur,Cipanas,Sindangjaya
32.03.29.2001,Jawa Barat,Kabupaten Cianjur,Cijati,Parakantugu
32.03.29.2002,Jawa Barat,Kabupaten Cianjur,Cijati,Cijati
32.03.29.2003,Jawa Barat,Kabupaten Cianjur,Cijati,Bojonglarang
32.03.29.2004,Jawa Barat,Kabupaten Cianjur,Cijati,Padaasih
32.03.29.2005,Jawa Barat,Kabupaten Cianjur,Cijati,Cibodas
32.03.29.2006,Jawa Barat,Kabupaten Cianjur,Cijati,Sukamahi
32.03.29.2007,Jawa Barat,Kabupaten Cianjur,Cijati,Sukaluyu
32.03.29.2008,Jawa Barat,Kabupaten Cianjur,Cijati,Caringin
32.03.29.2009,Jawa Barat,Kabupaten Cianjur,Cijati,Sinarbakti
32.03.29.2010,Jawa Barat,Kabupaten Cianjur,Cijati,Sukamaju
32.03.30.2001,Jawa Barat,Kabupaten Cianjur,Leles,Pusakasari
32.03.30.2002,Jawa Barat,Kabupaten Cianjur,Leles,Walahir
32.03.30.2003,Jawa Barat,Kabupaten Cianjur,Leles,Purabaya
32.03.30.2004,Jawa Barat,Kabupaten Cianjur,Leles,Puncakwangi
32.03.30.2005,Jawa Barat,Kabupaten Cianjur,Leles,Sukajaya
32.03.30.2006,Jawa Barat,Kabupaten Cianjur,Leles,Nagasari
32.03.30.2007,Jawa Barat,Kabupaten Cianjur,Leles,Sukasirna
32.03.30.2008,Jawa Barat,Kabupaten Cianjur,Leles,Sukamulya
32.03.30.2009,Jawa Barat,Kabupaten Cianjur,Leles,Sirnasari
32.03.30.2010,Jawa Barat,Kabupaten Cianjur,Leles,Karyamukti
32.03.30.2011,Jawa Barat,Kabupaten Cianjur,Leles,Mandalawangi
32.03.30.2012,Jawa Barat,Kabupaten Cianjur,Leles,Sindangsari
32.03.31.2001,Jawa Barat,Kabupaten Cianjur,Haurwangi,Haurwangi
32.03.31.2002,Jawa Barat,Kabupaten Cianjur,Haurwangi,Cihea
32.03.31.2003,Jawa Barat,Kabupaten Cianjur,Haurwangi,Ramasari
32.03.31.2004,Jawa Barat,Kabupaten Cianjur,Haurwangi,Mekarwangi/Sukatani
32.03.31.2005,Jawa Barat,Kabupaten Cianjur,Haurwangi,Mekarwangi
32.03.31.2006,Jawa Barat,Kabupaten Cianjur,Haurwangi,Kertasari
32.03.31.2007,Jawa Barat,Kabupaten Cianjur,Haurwangi,Cipeuyeum
32.03.31.2008,Jawa Barat,Kabupaten Cianjur,Haurwangi,Kertamukti
32.03.32.2001,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Simpang
32.03.32.2002,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Kalibaru
32.03.32.2003,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Pusakajaya
32.03.32.2004,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Kubang
32.03.32.2005,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Girimukti
32.03.32.2006,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Karangjaya
32.03.32.2007,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Mekarmulya
32.03.32.2008,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Girijaya
32.03.32.2009,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Padamulya
32.04.05.2001,Jawa Barat,Kabupaten Bandung,Cileunyi,Cileunyi Kulon
32.04.05.2002,Jawa Barat,Kabupaten Bandung,Cileunyi,Cileunyi Wetan
32.04.05.2003,Jawa Barat,Kabupaten Bandung,Cileunyi,Cimekar
32.04.05.2004,Jawa Barat,Kabupaten Bandung,Cileunyi,Cinunuk
32.04.05.2005,Jawa Barat,Kabupaten Bandung,Cileunyi,Cibiru Hilir
32.04.05.2006,Jawa Barat,Kabupaten Bandung,Cileunyi,Cibiru Wetan
32.04.06.1001,Jawa Barat,Kabupaten Bandung,Cimenyan,Padasuka
32.04.06.1002,Jawa Barat,Kabupaten Bandung,Cimenyan,Cibeunying
32.04.06.2003,Jawa Barat,Kabupaten Bandung,Cimenyan,Cimenyan
32.04.06.2004,Jawa Barat,Kabupaten Bandung,Cimenyan,Mandalamekar
32.04.06.2005,Jawa Barat,Kabupaten Bandung,Cimenyan,Cikadut
32.04.06.2006,Jawa Barat,Kabupaten Bandung,Cimenyan,Ciburial
32.04.06.2007,Jawa Barat,Kabupaten Bandung,Cimenyan,Sindanglaya
32.04.06.2008,Jawa Barat,Kabupaten Bandung,Cimenyan,Mekarsaluyu
32.04.06.2009,Jawa Barat,Kabupaten Bandung,Cimenyan,Mekarmanik
32.04.07.2001,Jawa Barat,Kabupaten Bandung,Cilengkrang,Jatiendah
32.04.07.2002,Jawa Barat,Kabupaten Bandung,Cilengkrang,Cilengkrang
32.04.07.2003,Jawa Barat,Kabupaten Bandung,Cilengkrang,Cipanjalu
32.04.07.2004,Jawa Barat,Kabupaten Bandung,Cilengkrang,Melatiwangi
32.04.07.2005,Jawa Barat,Kabupaten Bandung,Cilengkrang,Ciporeat
32.04.07.2006,Jawa Barat,Kabupaten Bandung,Cilengkrang,Girimekar
32.04.08.2001,Jawa Barat,Kabupaten Bandung,Bojongsoang,Lengkong
32.04.08.2002,Jawa Barat,Kabupaten Bandung,Bojongsoang,Bojongsoang
32.04.08.2003,Jawa Barat,Kabupaten Bandung,Bojongsoang,Buahbatu
32.04.08.2004,Jawa Barat,Kabupaten Bandung,Bojongsoang,Cipagalo
32.04.08.2005,Jawa Barat,Kabupaten Bandung,Bojongsoang,Bojongsari
32.04.08.2006,Jawa Barat,Kabupaten Bandung,Bojongsoang,Tegalluar
32.04.09.1004,Jawa Barat,Kabupaten Bandung,Margahayu,Sulaiman
32.04.09.2001,Jawa Barat,Kabupaten Bandung,Margahayu,Margahayu Tengah
32.04.09.2002,Jawa Barat,Kabupaten Bandung,Margahayu,Margahayu Selatan
32.04.09.2003,Jawa Barat,Kabupaten Bandung,Margahayu,Sukamenak
32.04.09.2005,Jawa Barat,Kabupaten Bandung,Margahayu,Sayati
32.04.10.2001,Jawa Barat,Kabupaten Bandung,Margaasih,Margaasih
32.04.10.2002,Jawa Barat,Kabupaten Bandung,Margaasih,Lagadar
32.04.10.2003,Jawa Barat,Kabupaten Bandung,Margaasih,Nanjung
32.04.10.2004,Jawa Barat,Kabupaten Bandung,Margaasih,Mekarrahayu
32.04.10.2005,Jawa Barat,Kabupaten Bandung,Margaasih,Rahayu
32.04.10.2006,Jawa Barat,Kabupaten Bandung,Margaasih,Cigondewah Hilir
32.04.11.2001,Jawa Barat,Kabupaten Bandung,Katapang,Sangkanhurip
32.04.11.2002,Jawa Barat,Kabupaten Bandung,Katapang,Katapang
32.04.11.2004,Jawa Barat,Kabupaten Bandung,Katapang,Gandasari
32.04.11.2006,Jawa Barat,Kabupaten Bandung,Katapang,Sukamukti
32.04.11.2007,Jawa Barat,Kabupaten Bandung,Katapang,Cilampeni
32.04.11.2008,Jawa Barat,Kabupaten Bandung,Katapang,Pangauban
32.04.11.2009,Jawa Barat,Kabupaten Bandung,Katapang,Banyusari
32.04.12.1001,Jawa Barat,Kabupaten Bandung,Dayeuhkolot,Pasawahan
32.04.12.2002,Jawa Barat,Kabupaten Bandung,Dayeuhkolot,Dayeuhkolot
32.04.12.2003,Jawa Barat,Kabupaten Bandung,Dayeuhkolot,Cangkuang Wetan
32.04.12.2004,Jawa Barat,Kabupaten Bandung,Dayeuhkolot,Cangkuang Kulon
32.04.12.2005,Jawa Barat,Kabupaten Bandung,Dayeuhkolot,Sukapura
32.04.12.2006,Jawa Barat,Kabupaten Bandung,Dayeuhkolot,Citeureup
32.04.13.2001,Jawa Barat,Kabupaten Bandung,Banjaran,Kamasan
32.04.13.2002,Jawa Barat,Kabupaten Bandung,Banjaran,Banjaran Wetan
32.04.13.2003,Jawa Barat,Kabupaten Bandung,Banjaran,Banjaran
32.04.13.2005,Jawa Barat,Kabupaten Bandung,Banjaran,Ciapus
32.04.13.2006,Jawa Barat,Kabupaten Bandung,Banjaran,Sindangpanon
32.04.13.2007,Jawa Barat,Kabupaten Bandung,Banjaran,Kiangroke
32.04.13.2008,Jawa Barat,Kabupaten Bandung,Banjaran,Tarajusari
32.04.13.2012,Jawa Barat,Kabupaten Bandung,Banjaran,Mekarjaya
32.04.13.2013,Jawa Barat,Kabupaten Bandung,Banjaran,Margahurip
32.04.13.2016,Jawa Barat,Kabupaten Bandung,Banjaran,Neglasari
32.04.13.2018,Jawa Barat,Kabupaten Bandung,Banjaran,Pasirmulya
32.04.14.2001,Jawa Barat,Kabupaten Bandung,Pameungpeuk,Sukasari
32.04.14.2002,Jawa Barat,Kabupaten Bandung,Pameungpeuk,Bojongmanggu
32.04.14.2003,Jawa Barat,Kabupaten Bandung,Pameungpeuk,Rancatungku
32.04.14.2004,Jawa Barat,Kabupaten Bandung,Pameungpeuk,Bojongkunci
32.04.14.2005,Jawa Barat,Kabupaten Bandung,Pameungpeuk,Rancamulya
32.04.14.2006,Jawa Barat,Kabupaten Bandung,Pameungpeuk,Langonsari
32.04.15.2001,Jawa Barat,Kabupaten Bandung,Pangalengan,Pangalengan
32.04.15.2002,Jawa Barat,Kabupaten Bandung,Pangalengan,Margaluyu
32.04.15.2003,Jawa Barat,Kabupaten Bandung,Pangalengan,Warnasari
32.04.15.2004,Jawa Barat,Kabupaten Bandung,Pangalengan,Sukamanah
32.04.15.2005,Jawa Barat,Kabupaten Bandung,Pangalengan,Lamajang
32.04.15.2006,Jawa Barat,Kabupaten Bandung,Pangalengan,Margamukti
32.04.15.2007,Jawa Barat,Kabupaten Bandung,Pangalengan,Margamulya
32.04.15.2008,Jawa Barat,Kabupaten Bandung,Pangalengan,Banjarsari
32.04.15.2009,Jawa Barat,Kabupaten Bandung,Pangalengan,Sukaluyu
32.04.15.2010,Jawa Barat,Kabupaten Bandung,Pangalengan,Tribaktimulya
32.04.15.2011,Jawa Barat,Kabupaten Bandung,Pangalengan,Pulosari
32.04.15.2012,Jawa Barat,Kabupaten Bandung,Pangalengan,Wanasuka
32.04.15.2013,Jawa Barat,Kabupaten Bandung,Pangalengan,Margamekar
32.04.16.2001,Jawa Barat,Kabupaten Bandung,Arjasari,Arjasari
32.04.16.2002,Jawa Barat,Kabupaten Bandung,Arjasari,Lebakwangi
32.04.16.2003,Jawa Barat,Kabupaten Bandung,Arjasari,Batukarut
32.04.16.2004,Jawa Barat,Kabupaten Bandung,Arjasari,Ancolmekar
32.04.16.2005,Jawa Barat,Kabupaten Bandung,Arjasari,Baros
32.04.16.2006,Jawa Barat,Kabupaten Bandung,Arjasari,Mangunjaya
32.04.16.2007,Jawa Barat,Kabupaten Bandung,Arjasari,Mekarjaya
32.04.16.2008,Jawa Barat,Kabupaten Bandung,Arjasari,Pinggirsari
32.04.16.2009,Jawa Barat,Kabupaten Bandung,Arjasari,Patrolsari
32.04.16.2010,Jawa Barat,Kabupaten Bandung,Arjasari,Rancakole
32.04.16.2011,Jawa Barat,Kabupaten Bandung,Arjasari,Wargaluyu
32.04.17.2001,Jawa Barat,Kabupaten Bandung,Cimaung,Cimaung
32.04.17.2002,Jawa Barat,Kabupaten Bandung,Cimaung,Jagabaya
32.04.17.2003,Jawa Barat,Kabupaten Bandung,Cimaung,Pasirhuni
32.04.17.2004,Jawa Barat,Kabupaten Bandung,Cimaung,Campakamulya
32.04.17.2005,Jawa Barat,Kabupaten Bandung,Cimaung,Cipinang
32.04.17.2006,Jawa Barat,Kabupaten Bandung,Cimaung,Mekarsari
32.04.17.2007,Jawa Barat,Kabupaten Bandung,Cimaung,Sukamaju
32.04.17.2008,Jawa Barat,Kabupaten Bandung,Cimaung,Cikalong
32.04.17.2009,Jawa Barat,Kabupaten Bandung,Cimaung,Malasari
32.04.17.2010,Jawa Barat,Kabupaten Bandung,Cimaung,Warjabakti
